session_id,unit_id,phase,task,status,ordering
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence04,normal,manual,done,8
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence05,normal,llm,done,9
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence05,normal,manual,done,9
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence01,normal,llm,done,10
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence01,normal,manual,done,10
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence02,normal,llm,done,11
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence02,normal,manual,done,11
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence03,normal,llm,done,12
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence03,normal,manual,done,12
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence04,normal,llm,done,13
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence04,normal,manual,done,13
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence05,normal,llm,done,14
101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence05,normal,manual,done,14
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence01,active,manual,todo,0
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence01,normal,llm,done,0
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence01,normal,manual,done,0
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence02,active,manual,todo,1
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence02,normal,llm,done,1
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence02,normal,manual,done,1
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence03,active,manual,todo,2
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence03,normal,llm,done,2
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence03,normal,manual,done,2
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence04,active,manual,todo,3
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence04,normal,llm,done,3
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence04,normal,manual,done,3
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence05,active,manual,todo,4
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence05,normal,llm,done,4
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence05,normal,manual,done,4
10ce0470-45da-4950-a942-56e9247145f6,essay0002_sentence01,normal,llm,done,5
